MOULINEX BLENDER PC,0,0,0,5700,5700,0,
MULTIPURPOSE FRIDGE STAND,0,0,0,0,0,0,
PAPER SEALER( TEFLON) PC,0,0,0,250,250,0,
PHILIPS BULB 40W,5,35,175,1500,1465,7500,
PHONE-NEON RAY,0,0,0,0,0,0,
POWERBANK,0,0,0,0,0,0,
PREASSURE COOKER,0,0,0,3500,3500,0,
PREASSURE COOKER SET,0,0,0,7000,7000,0,
RECHARGEABLE KMSAFE 7661,0,0,0,600,600,0,
RECHARGEABLE SD-6803R,2,800,1600,1000,200,2000,
RECHARGEABLE SD-6825R,2,900,1800,1200,300,2400,
RICE COOKER,0,0,0,0,0,0,
SEALER CONTROLER(REGULTOR),0,0,0,0,0,0,
SEALER IMPULSE (TEW)200A SMALL,2,0,0,7500,7500,15000,
SP,0,0,0,0,0,0,
SPEAKER HORN 100W 21 INCHES,0,0,0,2500,2500,0,
SPEAKER WALL 60WATTS PC,0,0,0,6500,6500,0,
SPREY GUN,0,0,0,0,0,0,
TIMMER SWITCH FOR SEALER,0,0,0,0,0,0,
TRANSPORT,0,0,0,1200,1200,0,
USB SOCKET SINGLE 13A,0,0,0,0,0,0,
VON AIR FRYER,0,0,0,0,0,0,
VON BLENDER,0,0,0,4000,4000,0,
VON COFFEE MAKER,0,0,0,0,0,0,
VON FOOD CHOPPER,0,0,0,0,0,0,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
VON FOOD GRINDER,0,0,0,0,0,0,
VON IRON BOX WITH SPRAY,0,0,0,1800,1800,0,
VON KETTLE,0,0,0,0,0,0,
"IFLUX SWITCHES
IFLUX 13A SOCKET",0,0,0,250,250,0,
IFLUX 13A T/SOCKET,0,0,0,400,400,0,
IFLUX 15A SOCKET,0,0,0,400,400,0,
IFLUX 1G 2W SWITCH,0,0,0,150,150,0,
IFLUX 2G 2W SWITCH,0,0,0,200,200,0,
IFLUX 3G 2W SWITCH,0,0,0,250,250,0,
IFLUX 4G 2W SWITCH,0,0,0,400,400,0,
IFLUX BELL PUSH,0,0,0,250,250,0,
IFLUX BLUETOOTH SPEAKER,0,0,0,2000,2000,0,
IFLUX COOCKER UNIT,0,0,0,1000,1000,0,
IFLUX DP SWITCH,0,0,0,450,450,0,
IFLUX LANTERN 1960,0,0,0,0,0,0,
IFLUX LANTERN-KIJAGI 2360,0,0,0,0,0,0,
IFLUX TV SOCKET,0,0,0,250,250,0,
"INDOASIAN
INDOASIAN MCBS",0,0,0,350,350,0,
INDOASIAN 4WAY BRD,0,0,0,2100,2100,0,
"LED PRODUCTS
AC FLOODLIGHT 50W",6,873,5237.99,1300,427,7800,
AC FLOODLIGHT 100W MODI,1,900,900,1500,600,1500,
AC FLOODLIGHT 10W,5,285.36,1426.8,750,464.64,3750,
AC FLOODLIGHT 150W,0,0,0,3200,3200,0,
AC FLOODLIGHT 200W,0,0,0,2500,2500,0,
AC FLOODLIGHT 200W JSOT,4,1500,6000,0,-1500,0,
AC FLOODLIGHT 200W VELLMAX,0,3000,0,4000,1000,0,
AC FLOODLIGHT 20W,5,392.08,1960.4,700,307.92,3500,
AC FLOODLIGHT 30W,11,590.28,6493.04,850,259.72,9350,
AC FLOODLIGHT M/SENSOR 20W,3,850,2550,1300,450,3900,
AC FLOODLIGHT M/SENSOR 30W,4,1050,4200,1600,550,6400,
AC FLOODLIGHT M/SENSOR 50W,10,1250,12500,2000,750,20000,
AC FLOODLIGHT MODI 200W,0,1700,0,2800,1100,0,
AC FLOODLIGHT NEE/VELL 100W,13,1150,14950,0,-1150,0,
AC FLOODLIGHT NEELUX 200W,0,2100,0,3200,1100,0,
AC FLOODLIGHT SAVELITE 100W,7,1220.15,8541.08,2000,779.85,14000,
CABLE CLIPS 6MM,10,44.08,440.8,0,-44.08,0,
CHANDELIER 30019,0,4400,0,0,-4400,0,
CHANDELIER 600MM MODI,0,8000,0,0,-8000,0,
DIFFUSER 4FT 200W 4LINES,20,480,9600,750,270,15000,
DIFFUSER 80W 4FT,17,297.5,5057.5,400,102.5,6800,
DIFUSER LED 4FT 100W,29,382.22,11084.44,500,117.78,14500,
DOWNLIGHT 15W,6,290,1740,0,-290,0,
DOWNLIGHT 30W,3,400,1200,650,250,1950,
DOWNLIGHT 3W RGB COLOURS,0,320,0,600,280,0,
DOWNLIGHT NEELUX 22W 3IN1,1,500,500,800,300,800,
DOWNLIGHT NEELUX 6W,17,170,2890,0,-170,0,
DOWNLIGHT WHITE 10W,16,234.38,3750,450,215.63,7200,
DP RECHARGEABLE BULB 20W,9,182.5,1642.5,300,117.5,2700,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
DP RECHARGEABLE BULB 30/40,38,263.91,10028.7,450,186.09,17100,
DP RECHARGEABLE BULB 50W,8,372.35,2978.82,550,177.65,4400,
DP RECHARGEABLE F12,15,450,6750,650,200,9750,
DP RECHARGEABLE F17 PUMPKIN,10,450,4500,0,-450,0,
DP TORCH 75W,2,550,1100,1000,450,2000,
ENSAVE DOWNLIGHT 3-COLOR,10,324.8,3248,0,-324.8,0,
ENSAVE INTELLIGENT 18WATTS,10,705.28,7052.8,0,-705.28,0,
ENSAVE LED AC BULB 11W,95,192.95,18330.25,300,107.05,28500,
ENSAVE LED BULB 3-COLOR,20,160.08,3201.6,0,-160.08,0,
ENSAVE LED BULKHEAD 15W,15,516.21,7743.08,800,283.8,12000,
ENSAVE LED BULKHEAD 18W,24,635.88,15261.16,900,264.12,21600,
ENSAVE LED T-BULB 40W,27,345.01,9315.27,450,104.99,12150,
ENSAVE MOTION SENSOR BULB,27,280,7560,400,120,10800,
ENSAVE STRONG GLUE,12,18,216,0,-18,0,
FULLMOON LIGHT 36W MODI,1,1300,1300,2600,1300,2600,
GALAXY 4-WAY EXTENTION,5,310.07,1550.35,0,-310.07,0,
GALAXY 5-WAY EXTENTION,5,360.06,1800.3,0,-360.06,0,
HALFMOON LIGHT 9W VELLMAX,2,260,520,550,290,1100,
INTELIGENT BULB 9W VELLMAX,0,200,0,300,100,0,
INTELLIGENT 12W DP,8,180,1440,350,170,2800,
INTELLIGENT 9W DP,9,160,1440,300,140,2700,
INTELLIGENT BULB 12W VELLMAX,21,224.48,4714,400,175.52,8400,
LED 12W PANEL LIGHT COLOURED,0,0,0,0,0,0,
LED 12W PANEL LIGHTS,11,297.49,3272.36,550,252.51,6050,
LED 18W PANEL LIGHTS,4,400,1600,650,250,2600,
LED 24W/30W PANEL LIGHTS,1,1500,1500,2000,500,2000,
LED 2FT FITTING,24,112,2688,300,188,7200,
LED 2FT TUBES,69,120,8280,200,80,13800,
LED 3W PANEL LIGHT,0,0,0,350,350,0,
LED 3W PANEL LIGHT COLOURED,0,0,0,0,0,0,
LED 40W PANEL LIGHTS,0,0,0,3000,3000,0,
LED 4FT FITTING,18,133,2394,300,167,5400,
LED 4FT TUBE,168,132.1,22192.26,250,117.9,42000,
LED 6W PANEL LIGHT,0,0,0,800,800,0,
LED 6W PANEL LIGHT COLOURED,0,0,0,1000,1000,0,
LED 9W PANEL LIGHT,0,0,0,0,0,0,
LED 9W PANEL LIGHT COLOURED,0,0,0,0,0,0,
LED AC 9W MULTICOLOUR,28,90,2520,0,-90,0,
LED AC BULB 15W KEHONG,10,37,370,100,63,1000,
LED AC BULB 20W VELLMAX,128,93.1,11916.31,200,106.9,25600,
LED AC BULB 4W,6,140,840,500,360,3000,
LED AC BULB 5W,10,40,400,0,-40,0,
LED AC BULB 5W KEHONG,29,20,580,70,50,2030,
LED AC BULB GREEN/RED 9W,18,60,1080,200,140,3600,
LED BULKHEAD 14W,5,365,1825,600,235,3000,
LED BULKHEAD 18W NEELUX,2,280,560,0,-280,0,
LED BULKHEAD 20W,6,425,2550,750,325,4500,
LED BULKHEAD 24W/18W/15W/12W,11,412.37,4536.1,800,387.63,8800,
LED BULKHEAD NEELUX 20W OVAL,2,280,560,0,-280,0,
LED CANDLE BULB 4W,1,100,100,0,-100,0,
LED DRIVERS 50W,0,0,0,1000,1000,0,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
LED FLOOD LIGHT 30W SOLAR,0,0,0,0,0,0,
LED INTELIGENT 15WATTS,0,0,0,600,600,0,
LED PANEL NEELUX 12W,0,0,0,0,0,0,
LED STREET LIGHT SOLAR,0,0,0,7000,7000,0,
LED STREETLIGHT 30W WITH 50W,0,0,0,0,0,0,
LED T5 2FT 10W,0,220,0,0,-220,0,
LED TUBELIGHT WITH HOUSING,0,320,0,0,-320,0,
LED WALL BRACKETS,0,0,0,0,0,0,
OSRAM LED 60W BULB,26,35,910,0,-35,0,
RECHARGEABLE NEELUX LAMP,0,1500,0,0,-1500,0,
SNAKELIGHT ADAPTOR SET,5,150,750,0,-150,0,
SNAKELIGHT NEON 10M,0,1500,0,2100,600,0,
SNAKELIGHT NEON 50M,1,6500,6500,7600,1100,7600,
SNAKELIGHT NEON RGB 10M,1,1400,1400,2200,800,2200,
SNAKELIGHT NEON RGB 5M,0,800,0,1300,500,0,
TORCH GHS,34,1000,34000,0,-1000,0,
TORCH QJ-2009,7,180,1260,450,270,3150,
TORCH TH-5309,2,210,420,450,240,900,
TORCH W0888,6,320,1920,550,230,3300,
TRACK LIGHT 30W,1,555.88,555.88,0,-555.88,0,
"LIPER PRODUCTS
LIPER 13A SOCKET",0,0,0,200,200,0,
LIPER 13A TWIN SOCKET,0,0,0,350,350,0,
LIPER 15A SOCKET,0,0,0,350,350,0,
LIPER 1G2W,0,0,0,120,120,0,
LIPER 2G2W,0,0,0,200,200,0,
LIPER 3G2W,0,0,0,250,250,0,
LIPER 4G2W,0,0,0,400,400,0,
LIPER 5G2W,0,0,0,0,0,0,
LIPER BELL PUSH,0,0,0,250,250,0,
LIPER CHOKE,0,0,0,200,200,0,
LIPER COOCKER UNIT,0,0,0,1000,1000,0,
LIPER DP SWITCH,0,0,0,300,300,0,
LIPER FLOOD ONE EYE 30W,0,0,0,3100,3100,0,
LIPER FLOOD ONE EYE 50W,0,0,0,5000,5000,0,
LIPER UNIVERSAL SOCKET 5PIN,0,0,0,250,250,0,
"MAINS&MEM
63A KATKO CHANGEOVER",4,0,0,7000,7000,28000,
ANDELI 2WAY BOARD,0,0,0,1200,1200,0,
ANDELI DOL STARTER 32A,1,2500,2500,0,-2500,0,
ANDELI DOL STARTER 50A,0,3000,0,0,-3000,0,
ANDELI DOUBLE POLE 32A,0,0,0,500,500,0,
CHANGEOVER TRONIC 40AMPS PC,0,0,0,6000,6000,0,
CHANGEOVER TRONIC 80AMPS,4,4062.86,16251.43,3500,-562.86,14000,
CUTOUT SINGLE PC,1,550.24,550.24,280,-270.24,280,
DIGITAL SEPERATION METER,0,0,0,1500,1500,0,
DISTRIBUTION BOARD 12WAY,0,10000,0,0,-10000,0,
DISTRIBUTION BOARD 4WAY,0,0,0,8000,8000,0,
DISTRIBUTION BOARD 6WAY,0,0,0,9500,9500,0,
DOUBLE METER BOX PC,0,0,0,2500,2500,0,
EARTHRODE PC,39,132.08,5151.21,300,167.92,11700,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
EARTHRODE BIG,16,350,5600,700,350,11200,
ENCLOSURE 12WAY ENSAVE,0,1346.06,0,0,-1346.06,0,
FUSE 80A KMBG PC,0,0,0,100,100,0,
HENLEY SINGLE CUT OUT,0,0,0,700,700,0,
HENLEY TWIN CUT OUT,0,0,0,1500,1500,0,
KMBG) P/SECT SPLITER PC,0,0,0,550,550,0,
MCCB 4POLE 250A,1,7200,7200,12000,4800,12000,
MCCB 4POLE 400A,0,0,0,15000,15000,0,
MEM 3PHASE MCB 32AMPS,0,0,0,3800,3800,0,
MEM 3PHASE MCB 40AMPS,0,0,0,3800,3800,0,
MEM 4WAY PC,0,0,0,3200,3200,0,
MEM 6WAY PC,0,0,0,4000,4000,0,
MEM 8WAY BOARD,0,0,0,4500,4500,0,
MEM DIST BOARD 4WAY 3PHASE,0,0,0,8000,8000,0,
MEM DIST BOARD 6WAY 3PHASE,0,0,0,9000,9000,0,
MEM DIST BOARD 8WAY 3PHASE,0,0,0,12000,12000,0,
MEM MCB 2ND 6/10/16/20/32AMPS,0,0,0,500,500,0,
MEM MCB 6A/10A/16A/20A/32A/ PC,0,0,0,600,600,0,
METER BOX ORIGINAL,0,0,0,3500,3500,0,
ORDINARY 2WSWITCH PC,0,0,0,400,400,0,
ORDINARY 3WSWITCH PC,0,0,0,500,500,0,
SINGLE METER BOX PC,0,0,0,2000,2000,0,
SWTCH FUSE ISOLATOR 16AMPS PC,0,0,0,2000,2000,0,
WYLEX 3WAY CLASSIC,0,0,0,2000,2000,0,
"MCL CABLES
MCL 1.5 PVC ROLL",0,0,0,1900,1900,0,
MCL 10.0 PVC ROLL,0,0,0,0,0,0,
MCL 2.5 PVC ROLL,0,0,0,2900,2900,0,
MCL 4.0 PVC ROLL,0,0,0,0,0,0,
MCL 6.0 PVC ROLL,0,0,0,0,0,0,
"ONESTO
ONESTO 13A SOCKET",0,0,0,0,0,0,
ONESTO 13A T/SOCKET,0,0,0,0,0,0,
ONESTO 15A SOCKE,0,0,0,0,0,0,
ONESTO 1G 2W,0,0,0,0,0,0,
ONESTO 2G 2W,0,0,0,0,0,0,
ONESTO 3G 2W,0,0,0,0,0,0,
ONESTO 4G 2W,0,0,0,0,0,0,
ONESTO 5G 2W,0,0,0,0,0,0,
ONESTO BELL SWITCH,0,0,0,0,0,0,
ONESTO CONSUMER 12WAY,0,0,0,0,0,0,
ONESTO CONSUMER 4WAY,0,0,0,0,0,0,
ONESTO CONSUMER 6WAY,0,0,0,0,0,0,
ONESTO CONSUMER 6WAY,0,0,0,0,0,0,
ONESTO COOCKER UNIT,0,0,0,0,0,0,
ONESTO DP SWITCH,0,0,0,0,0,0,
ONESTO MCB 32A,0,0,0,0,0,0,
ONESTO MCB 6/10/16/20,0,0,0,0,0,0,
"PAINTS
BASCO EMULSION 20LTRS",0,0,0,0,0,0,
BASCO VANISH MAHOGANY 1LTR,0,0,0,0,0,0,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
BASCO VARNISH 4LTRS CLEAR,0,0,0,0,0,0,
BOSS WHITE 200GMS,0,0,0,0,0,0,
BOSS WHITE 400GMS,0,0,0,0,0,0,
BRUSH 1.5 GT,0,0,0,0,0,0,
BRUSH 2 GT,0,0,0,0,0,0,
BRUSH 2.5 GT,0,0,0,0,0,0,
BRUSH 3 GT,0,0,0,0,0,0,
BRUSH 4 GT,0,0,0,0,0,0,
BRUSH 4INCH RT,0,0,0,0,0,0,
BRUSH 5 GT,0,0,0,0,0,0,
BRUSH 6 GT,0,0,0,0,0,0,
BRUSH 6INCH RT,0,0,0,0,0,0,
COVERMATT EMULSION 20LTR,0,0,0,0,0,0,
EMULSION 1LTR,0,0,0,0,0,0,
EMULSION 4LTR,0,0,0,0,0,0,
FLOUR PAINTS 4LTR,0,0,0,0,0,0,
GLORY RED OXIDE 1/2,0,0,0,0,0,0,
GLORY RED OXIDE 1/2 LTR,0,0,0,0,0,0,
GLORY RED OXIDE 4LTR,0,0,0,0,0,0,
GLORY REDOXIDE 1/2 LTR,0,0,0,250,250,0,
GLORY REDOXIDE 1/4 LTR,0,0,0,180,180,0,
GLORY REDOXIDE 1LTR,0,0,0,400,400,0,
GLOSS PAINT 1/2LTR,0,0,0,0,0,0,
GLOSS PAINT 1/4LTR,0,0,0,0,0,0,
GLOSS PAINT 1LTR,0,0,0,0,0,0,
GLOSS PAINT 4LTR,0,0,0,0,0,0,
ROLLER 9INCH,0,0,0,0,0,0,
ROOF PAINTS 4LTR,0,0,0,0,0,0,
SPRAY PAINTS,0,0,0,0,0,0,
TURPENTINE 1/2LTR,0,0,0,0,0,0,
TURPENTINE 1LTR,0,0,0,0,0,0,
TURPENTINE 5LTR,0,0,0,0,0,0,
UNITINT PAINTS 50ML,0,0,0,0,0,0,
"PHILIPS BULBS
4FT SNOW WHITE",0,0,0,0,0,0,
LED 4FT FITTINGS TWIN PC,0,0,0,350,350,0,
PHILIPS IRON BOX,2,2200,4400,0,-2200,0,
PHILIPS 23W PIN TORNADO,0,0,0,450,450,0,
PHILIPS BULB E/SAVER ORG,0,0,0,250,250,0,
"PIPES&PVC FTNGS
AIR VALVE 1INCH",0,0,0,0,0,0,
ANGLE VALVE 1/2INCH,0,0,0,450,450,0,
BEND 20MM PC,1495,6,8970,15,9,22425,
BEND 25MM BLACK,148,10,1480,0,-10,0,
BEND 25MM WHITE,492,19,9348,25,6,12300,
BEND 32MM,35,25,875,40,15,1400,
BEND WHITE 20MM,296,15.33,4538.67,250,234.67,74000,
BISCUIT RING PC,0,0,0,10,10,0,
BLANK COVER PC,0,0,0,30,30,0,
BOREHOLE CASING PIPE 200MM,0,0,0,0,0,0,
BOX S6,0,0,0,0,0,0,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
COUPLERS 20MM BLACK/WHITE,3921,2.53,9934.81,6,3.47,23526,
COUPLERS 25MM BLACK/WHITE,2134,4.32,9212.35,25,20.68,53350,
COUPLERS 32MM,30,15,450,40,25,1200,
DAYLIFF 1 1/4 STD 26BAR 3M PIPE,0,1311.96,0,0,-1311.96,0,
DOWN PIPES 110MM 6MTS,0,0,0,0,0,0,
DOWNPIPE 3 4MTS,0,0,0,550,550,0,
DOWNPIPE 3INCH 4MTS,0,0,0,550,550,0,
DRINAGE PIPE 110MM PN 6 GB H/G,0,0,0,0,0,0,
FLEXIBLE PIPE 20MM BLACK,1,800,800,1500,700,500,
FLEXIBLE PIPE 25MM BLACK,0,0,0,1700,1700,-136,
FLEXIBLE PIPE 20MM WHITE,1,800,800,0,-800,0,
FLEXIBLE PIPE 25MM WHITE,1,0,0,0,0,0,
FLEXIBLE PIPE 50MM,0,0,0,0,0,0,
FLEXIBLE TUBE 1 1/2 FT METAL,0,0,0,200,200,0,
FLEXIBLE TUBE 1 1/2 FT PLASTIC,0,0,0,200,200,0,
FLEXIBLE TUBE 1FT METAL,0,0,0,150,150,0,
FLEXIBLE TUBE 1FT PLASTIC,0,0,0,150,150,0,
FLEXIBLE TUBE 2FT METAL,0,0,0,200,200,0,
GULLY TRAP 4,0,0,0,350,350,0,
HDPE 20MM ELBOW 90 PN16,0,0,0,200,200,0,
HDPE 25MM ELBOW 90D PN16,0,0,0,200,200,0,
HDPE 25MM TEE 90D EQ PN16,0,0,0,250,250,0,
HDPE 32MM COUPLER,0,0,0,250,250,0,
HDPE 32MM ELBOW 90D PN16,0,0,0,250,250,0,
HDPE 32MM TEE 90D EQ PN16,0,0,0,250,250,0,
HDPE 90MM COUPLER PN16,0,0,0,0,0,0,
HDPE 90MM PIPE PN16,0,0,0,0,0,0,
HDPE BALL VALVE 25MM,0,0,0,0,0,0,
HDPE COUPLER 63MM PN16,0,0,0,0,0,0,
HDPE COUPLING 4 INCH,0,0,0,0,0,0,
HDPE EQUAL TEE 90D PN16,0,0,0,0,0,0,
HDPE M/ADAPTOR 32MM X 1,0,0,0,250,250,0,
HDPE M/ADAPTOR 63MM X 2 PN16,0,0,0,0,0,0,
HDPE M/ADAPTOR 90MM 3INCH,0,0,0,0,0,0,
HDPE PIPE 20MM PN16- 4M,0,0,0,0,0,0,
HDPE PIPE 20MM PN20- 4M,0,0,0,0,0,0,
HDPE PIPE 25MM PN 10,0,0,0,0,0,0,
HDPE PIPE 25MM PN16- 4M,0,0,0,0,0,0,
HDPE PIPE 25MM PN20- 4M,0,0,0,0,0,0,
HDPE PIPE 32MM PN10,0,0,0,0,0,0,
HDPE PIPE 32MM PN16- 4M,0,0,0,0,0,0,
HDPE PIPE 32MM PN20- 4M,0,0,0,0,0,0,
HDPE PIPE 3INCH,0,0,0,0,0,0,
HDPE PIPE 40MM PN10,0,0,0,0,0,0,
HDPE PIPE 40MM PN16-4M,0,0,0,0,0,0,
HDPE PIPE 4INCH,0,0,0,0,0,0,
HDPE PIPE 63MM PN12.5-100M,0,0,0,0,0,0,
HDPE S/CLAMP 2X1,0,0,0,0,0,0,
HDPE S/CLAMP 3X1,0,0,0,0,0,0,
HDPE SADDLE CLAMP 90MM,0,0,0,0,0,0,
HDPE TEE 90MM,0,0,0,0,0,0,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
HEAVY GAUGE PIPE 20MM,336,62.92,21140.06,90,27.08,30240,
HEAVY GAUGE PIPE 25MM 1INCH,142,97.5,13845,160,62.5,22720,
HEAVY GAUGE WHITE CONDUIT,400,129.81,51923.08,250,120.19,100000,
HEAVY GAUGE WHITE CONDUIT,234,173.95,40704.68,250,76.05,58500,
HEAVY GUAGE PIPE 32MM,62,181.29,11240,250,68.71,15500,
HEAVYGAUGE PIPE 32MM WHITE,0,0,0,0,0,0,
HOSE PIPE 1/2 X 120FT,0,0,0,1400,1400,0,
HOSE PIPE 1/2 X 60FT,0,0,0,1800,1800,0,
HOSE PIPE 3/4 X 120FT,0,0,0,2000,2000,0,
HOSE PIPE 3/4 X 60FT,0,0,0,2300,2300,0,
IPS COUPLING 25MM,0,0,0,250,250,0,
IPS COUPLING 32MM,0,0,0,250,250,0,
IPS ELBOW 1,0,0,0,50,50,0,
IPS ELBOW 1/2,0,0,0,50,50,0,
IPS ELBOW 3/4,0,0,0,70,70,0,
IPS F/ELBOW 1,0,0,0,100,100,0,
IPS F/ELBOW 3/4,0,0,0,70,70,0,
IPS M/ADAPTOR 25MM X 3/4,0,0,0,100,100,0,
IPS M/ADAPTOR 32MM X 1,0,0,0,150,150,0,
IPS NIPPLE 1/2,0,0,0,50,50,0,
IPS PIPE 3/4,0,0,0,70,70,0,
IPS PLUG 1/2,0,0,0,50,50,0,
IPS R/BUSH 1 1/2 X 1,0,0,0,100,100,0,
IPS R/BUSH 1 1/4 X 1,0,0,0,100,100,0,
IPS R/BUSH 2 X 1,0,0,0,200,200,0,
IPS R/BUSH 3/4X1/2,0,0,0,50,50,0,
IPS R/SOCKET 1/2 X 3/4,0,0,0,50,50,0,
IPS SOCKET 1,0,0,0,100,100,0,
IPS SOCKET 1/2,0,0,0,50,50,0,
IPS SOCKET 3/4,0,0,0,70,70,0,
IPS TANK CONECTOR 1/2,0,0,0,200,200,0,
IPS TANK CONNECTOR 1,0,0,0,250,250,0,
IPS TANK CONNECTOR 1 1/2,0,0,0,350,350,0,
IPS TEE 1,0,0,0,250,250,0,
IPS TEE 2,0,0,0,0,0,0,
IPS TEE 3/4,0,0,0,200,200,0,
JUMBO TANK 1500LTRS,0,0,0,13000,13000,0,
JUMBO TANK 2000LTRS,0,0,0,18000,18000,0,
JUMBO TANK 3000LTRS,0,0,0,28000,28000,0,
JUMBO TANK 300LTR,0,0,0,3000,3000,0,
JUN 3WAY 25MM,0,0,0,35,35,0,
JUN 4WAY 25MM,0,0,0,35,35,0,
JUNC 1W PC,0,0,0,20,20,0,
JUNC 3W BLACK 25MM PC,314,14.87,4670.41,20,5.13,6280,
JUNC 3WAY WHITE 25MM,200,20,4000,0,-20,0,
JUNC2W PC,0,0,0,20,20,0,
JUNC4W BLACK 20MM PC,373,15.9,5931.13,20,4.1,7460,
JUNC4W WHITE 20MM,240,22.5,5400,100,77.5,24000,
PATTRESS WHITE/BLACK PC,192,17.98,3452.31,30,12.02,5760,
PEDROLLO 0.5HP PC,8,6300,50400,9000,2700,72000,
PIPE 20MM PC,0,0,0,70,70,0,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
PIPE 32MM,0,0,0,170,170,0,
PLAIN TEE 1,0,0,0,100,100,0,
PLAIN TEE 1/2,0,0,0,40,40,0,
PPR BALL COCK 1 INCH,0,0,0,230,230,0,
PPR BALL COCK 1/2,0,0,0,120,120,0,
PPR BALL COCK 3/4,0,0,0,180,180,0,
PPR CLIPS 25MM,0,0,0,50,50,0,
PPR CONCEALED STOP COCK 20MM,0,0,0,0,0,0,
PPR CUTTER,0,0,0,0,0,0,
PPR ELBOW 1,0,0,0,35,35,0,
PPR ELBOW 1 1/4,0,0,0,0,0,0,
PPR ELBOW 1/2INCH,0,0,0,20,20,0,
PPR ELBOW 1INCH,0,0,0,35,35,0,
PPR ELBOW 3/4,0,0,0,25,25,0,
PPR END CAP 3/4,0,0,0,35,35,0,
PPR F ELBOW 3/4 X 3/4,0,0,0,70,70,0,
PPR F/ADAPTER 1,0,0,0,70,70,0,
PPR F/ADAPTER 3/4 X 1/2,0,0,0,50,50,0,
PPR F/ADAPTOR 1 X 1/2,0,0,0,50,50,0,
PPR F/ADAPTOR 1 X 3/4,0,0,0,50,50,0,
PPR F/ELBOW 20 X 1/2,0,0,0,40,40,0,
PPR F/ELBOW 3/4,0,0,0,65,65,0,
PPR F/ELBOW 3/4 X 1/2,0,0,0,80,80,0,
PPR F/ELBOW 3/4 X 3/4,0,0,0,70,70,0,
PPR F/SOCKET 20 X 1/2,0,0,0,40,40,0,
PPR F/SOCKET 3/4 X 3/4,0,0,0,50,50,0,
PPR F/SOCKET 32 X 1,0,0,0,80,80,0,
PPR F/TEE 20 X 1/2,0,0,0,50,50,0,
PPR F/TEE 3/4 X 1/2,0,0,0,70,70,0,
PPR F/TEE 3/4 X 3/4,0,0,0,70,70,0,
PPR M/ADAPTER 3/4 X 1/2,0,0,0,70,70,0,
PPR M/ADAPTOR 1/2 X 1/2,0,0,0,50,50,0,
PPR M/ADOPTER 1 INCH,0,0,0,100,100,0,
PPR M/ADOPTER 3/4,0,0,0,60,60,0,
PPR M/ELBOW 20 X 1/2,0,0,0,50,50,0,
PPR M/ELBOW 25MM X 3/4,0,0,0,70,70,0,
PPR M/ELBOW 3/4 X 1/2,0,0,0,70,70,0,
PPR M/SOCKET 20 X 1/2,0,0,0,50,50,0,
PPR M/TEE 1/2 X 1/2,0,0,0,70,70,0,
PPR M/TEE 3/4 X 3/4,0,0,0,70,70,0,
PPR PIPE 20MM 4MTS GREEN,0,0,0,300,300,0,
PPR PIPE 25MM 1 MTS-PN20,0,0,0,0,0,0,
PPR PIPE 25MM 4MTS GREEN,0,0,0,400,400,0,
PPR PIPE 3/4 PN16,0,0,0,350,350,0,
PPR PIPE 32MM 1 MTS-PN20,0,0,0,0,0,0,
PPR PIPE 32MM 4MTS PN 16,0,0,0,450,450,0,
PPR PIPE 32MM 4MTS PN 20,0,0,0,400,400,0,
PPR PIPE 40MM 4MTS PN16,0,0,0,0,0,0,
PPR PLUG 20MM,0,0,0,50,50,0,
PPR PLUG 25MM,0,0,0,70,70,0,
PPR PLUG 32MM,0,0,0,100,100,0,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
PPR R/SOCKET 1 X 3/4,0,0,0,35,35,0,
PPR R/SOCKET 3/4 X 1/2,0,0,0,25,25,0,
PPR SOCKET 1 INCH,0,0,0,20,20,0,
PPR SOCKET 1/2INCH,0,0,0,10,10,0,
PPR SOCKET 3/4 INCH,0,0,0,15,15,0,
PPR TEE 1,0,0,0,50,50,0,
PPR TEE 1 1/4,0,0,0,100,100,0,
PPR TEE 1/2,0,0,0,25,25,0,
PPR TEE 3/4,0,0,0,35,35,0,
PPR UNION 1,0,0,0,50,50,0,
PPR UNION 1/2,0,0,0,25,25,0,
PPR UNION 32MM,0,0,0,50,50,0,
PPR UNIONS 3/4,0,0,0,40,40,0,
PREASSURE PIPE 140MM 6M PN6,0,0,0,0,0,0,
PREASSURE PIPE 160MM 6M PN6,0,0,0,0,0,0,
PREASSURE PIPE 1INCH 6MTS PN15,0,0,0,0,0,0,
PREASSURE PIPE 3/4 INCH 6MTS PN,0,0,0,0,0,0,
PREASURE PIPE 1/2 INCH 6MTS PN,0,0,0,0,0,0,
